id_oferta|nombre_corto|nombre_largo|precio_regular|descuento|ahorro|fecha_creacion|fecha_finaliz|descripcion_oferta|condiciones_oferta|url_oferta|estado|empresa
11896|Buffet Ítalo-Peruano para 1 o 2 personas en Ananké Trattoría Peruana|¡Oferta imperdible! Desde S/. 19.90 por Buffet Ítalo-Peruano para 1 o 2 personas en ANANKÉ TRATTORÍA PERUANA|52.0|62.0|32.1|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¡Disfruta de un banquete digno de rey! No dejes de comer los deliciosos platillos de este buffet Ítalo-Peruano que Ananké Trattoría Peruana tiene para ti. Aprovecha esta exquisita oferta gastronómica con hasta 62% de descuento.^La oferta incluye:^OPCIÓN 1:^^S/. 19.90 en vez de S/. 52 por:	^^• Buffet Ítalo-Peruano para 1 persona^^OPCIÓN 2:^^S/. 38 en vez de S/. 104 por:	^^• Buffet Ítalo-Peruano para 2 ^^Descripción de Buffet Ítalo- Peruano:^Entradas:^^- Causa limeña ^^- Ensalada waldorf ^^- Ensalada chucrut ^^- Ceviche ^^- Tiradito ^^- Papita a la huancaína ^^- Yuquita con ocopa ^^- Camote ^^- Canchita serrana ^^- Pan al ajo ^^Platos de fondo:^^- Ravioles ^^- Spaghetti ^^- Fettuccine ^^- Canuto^^- Asado de tira ^^- Ají de gallina ^^- Oyuquito con charqui ^^- Cau cau ^^- Arroz con mariscos ^^- Arroz blanco ^^- Frejol norteño^^Salsas:^^- Bolognesa ^^- Alfredo ^^- Pesto^^Postres:^^- Torta hindú ^^- Torta de chocolate ^^- Frutas de estación|Lo que debes Saber^^Podrás usar este cupón hasta el 28 de mayo de 2015.^^1 OferTOP por 1 o 2 personas, regala todos los que quieras.^^Máximo 5 OferTOP por mesa.^^Horario de atención de cupones: de martes a domingo de 12:30 m. a 3 p.m.^^La atención se realizará previa reserva, con 24 horas de anticipación, escribiendo a reservasananke@gmail.com^^No aplica para delivery ni para llevar.^^Platos sujetos a variación sin previo aviso.^^Reservas sujetas a disponibilidad.^^No válido para feriados ni días festivos.^^Oferta no acumulable con otras promociones.^^No olvides presentar tu cupón impreso en el establecimiento.^^Las imágenes mostradas son referenciales.^^Stock mínimo disponible:5.^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos aclientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/buffet-italo-peruano-para-1-2-personas-ananke-trattoria-peruana--109-11896.html|True|e37d97ed42430e82762c2cade0089410b2ff5d60
11895|Festival del chancho para 4 en Paso Obligao de Pachacamac|¡Para 4! S/. 79 en vez de S/. 178 por Festival del chancho para 4 personas en PASO OBLIGAO de Pachacamac. Incluye: Chancho al palo + Chancho al cilindro + Chancho a la caja china y más|178.0|56.0|99.0|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¡Qué rico almuerzo a la leña es el que vas a disfrutar con tus amigos o familiares en Paso Obligao! Ve imaginando toda esa deliciosa carne de chanchito entre tus tenedores. ¿Se te hizo agua la boca? ¡No podrás dejar pasar este 56% de descuento!^La oferta incluye:^^• Festival del chancho para 4 personas.^^Descripción:^- 1 Porción de Chancho al palo: chancho deshuesado es cocinado a leña lentamente con esta técnica especial, alcanzando una textura inigualable.^^- 1 Porción de Chancho al Cilindro: sabroso corte de carne con ligero sabor ahumado.^^- 1 Porción de Chancho a la Caja china: crocante carne preparada al mejor estilo de la caja china.^^- 10 Panes a la leña: pequeños panes calientitos, cocidos en horno de barro, para que acompañes tus platos.^^- Porción de Champiñones: a la leña cocidos con especias y un toque de mantequilla. ^^- Ensalada grande de la casa: exquisita y con el sabor y preparación único como Paso Obligao lo sabe hacer.^^¡Y todo esto para 4 personas!|Lo que debes Saber^^Podrás usar este cupón hasta el 16 de mayo de 2015.^^1 OferTOP para 4 personas, regala todos los que quieras (indispensable la asistencia de los 4 comensales).^^Máximo 2 OferTOPs por mesa.^^Horario de reservas: de lunes a viernes de 10 a.m. a 4 p.m.^^Horario de atención: sábados de 12 m. a 4 p.m. ^No valido para días de semana, domingos ni feriados.^^La atención se realizará previa reserva, con 48 horas de anticipación, llamando al 430-4178 o escribiendo a paso_obligao@hotmail.com^^Es indispensable realizar la reserva para ser atendido. ^Exclusivo para consumos en el local. No válido para llevar.^^No olvides presentar tu cupón impreso en el establecimiento.^^Reservas sujetas a disponibilidad.^^Las imágenes mostradas son referenciales. ^^Stock mínimo disponible: 10.^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/festival-chancho-para-4-paso-obligao-pachacamac--109-11895.html|True|78d85718625a999e84429af4d1d14f9d64c9fd33
11989|Parrilla Mar, Aire y Tierra para 2 en 80''s Restobar. ¡La mejor carne!|¡Para 2! S/. 49.90 en vez de S/. 85 por Parrilla Mar, Aire y Tierra: 4 Anticuchos + 4 Brochetas de pollo + 4 Brochetas de langostinos + Papas fritas nativas + 2 Chilcanos a elegir en 80''S RESTOBAR|85.0|41.0|35.1|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¡Amor por la carne! Tan rica como los frutos del mar peruano, es la carne ofrecida de las granjas y ganadería... ¿O no? Con este OferTOP te damos la oportunidad de probar ambos sabores y texturas. ¡Aprovecha este descuento de 41%!^La oferta incluye:^• Parrilla Mar, Aire y Tierra para 2 que consta de:^^* 4 anticuchos^^* 4 brochetas de pollo^^* 4 brochetas de langostinos^^* Porción de papas nativas fritas^^* 2 Chilcanos a elegir^^^En 80''s Resto Bar revivirás ¡la mejor década de todas! Buena música ochentera, comida peruana-fusión y un ambiente totalmente original, serán lo necesario para disfrutar de un buen momento gracias, también, a su atención personalizada. ^^TOMAR BEBIDAS ALCOHÓLICAS EN EXCESO ES DAÑINO PARA LA SALUD|Lo que debes Saber^^Podrás usar este cupón hasta el 30 de abril del 2015^^1 OferTOP por persona, regala todos los que quieras.^^Horario de atención y reservas: de lunes a sábados de 1 p.m. a 5 p.m.^^La atención se realizará previa reserva, con 24 horas de anticipación, llamando al 444-1412.^^No acumulable con otras promociones.^^No válido para domingos ni feriados.^^No olvides presentar tu cupón impreso en el establecimiento.^^Reservas sujetas a disponibilidad.^^Stock mínimo disponible: 5.^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/parrilla-aire-tierra-para-2-80-restobar-mejor-carne--109-11989.html|True|51150650966b94b93299891ac4d2a2aeed25d6c7
11845|Pizza Familiar + Entrada en Don Rosalino|¡Para 4! S/. 48 en vez de S/. 68 por Pizza Familiar en sabor a elegir + Entrada en DON ROSALINO|68.0|29.0|20.0|24-03-2015 02:00:00|'2015/03/25 23:59:59'|Todo sobre la oferta^^Disfruta de una exquisita pizza con los que más quieres. ¡No dejes pasar esta promo que Don  Rosalino y OferTOP traen para ti con 29% de descuento y disfruta de un momento agradable con la familia!^La oferta incluye:^^• Pizza familiar en sabor a elegir: Rosalino, Hawaii, Americana o Especial.^^• Entrada: Porción de pan al ajo.^^¡Lo mejor de las pastas, carnes, mariscos y pescados, en un solo lugar!|Lo que debes Saber^^Podrás usar este cupón hasta el 30 de abril de 2015.^^1 OferTOP para 4 personas, regala todos los que quieras. ^^Máximo 1 OferTOP por mesa.^^Horario de atención: de lunes a jueves de 12 m. a 3 p.m. y de 7 p.m. a 10 p.m. (Miraflores) / de lunes a jueves de 12:30 m. a 10 p.m. (San Borja). Oferta no válida para feriados y días festivos. ^^La atención se realizará previa reserva, con 24 horas de anticipación, llamando al 447-6805 (Miraflores) / 476-7732 (San Borja).^^Oferta válida para sus dos locales: Miraflores y San Borja.^^No olvides presentar tu cupón impreso en el establecimiento.^^No acumulable con otras promociones.^^Productos sujetos a disponibilidad.^^Las imágenes mostradas son referenciales.^^Stock mínimo disponible: 10.^^Una vez realizada la cita no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa cita.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/pizza-familiar-entrada-rosalino--109-11845.html|True|a9075c7fc5fa8496137a012348379f1fc12e4c8a
11894|¡Antojo de makis! Barra libre de makis en Cebichería María Pastor|¡Todos los makis que gustes! S/. 25.90 en vez de S/. 40 por Barra libre de Makis en CEBICHERÍA MARÍA PASTOR|40.0|35.0|14.1|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¡Eres de los que no puede resistirse a los makis! Hora de probarlos todos con esta barra libre que te trae María Pastor. ¡La lucha porque no se acabe este OferTOP empieza en 3, 2, 1…!^La oferta incluye:^^• Barra libre de makis^^Más de 16 variedades de makis entre:^• Acevichado Maki: ebi furai, palta cubierta de láminas de pescado en salsa acevichada.^^• Achorado Maki:  pulpa de cangrejo, ebi furai con cubierta de láminas de pescado en nuestra deliciosa salsa de choritos.^^• ¡Asu Maki!: chicharrón de calamar, queso crema cubierto con salsa picante y flameada.^^•	Maki al olivo: langostino empanado, pulpa de cangrejo y pulpo bañado de nuestra deliciosa salsa de olivo.^^•	Furai Maki: queso crema, palta y salmón empanizado a la panca y frito por fuera.^^•	Huancaína Roll: palta, pepinillo japonés y ebi furai bañado en nuestra salsa huancaína.^^•	Parmesano Maki: ebi Furai, palta en salsa parmesana con calamar y flameada con toques de limón.^^•	Sakana Maki: pescado empanado, palta, pulpa de cangrejo cubierto con piel de salmón a la plancha y salsa especial.^^•	Acevichado María Pastor: langostino empanizado, palta cubierto con pescado blanco, bañado con nuestra deliciosa leche de tigre. ^^^¡Disfruta de estos makis y muchos más que María Pastor tiene para ti!|Lo que debes Saber^^Podrás usar este cupón hasta el 17 de mayo de 2015.^^1 OferTOP por persona, regala todos los que quieras.^^Máximo 5 cupones por mesa.^^Horario de reservas: de lunes a viernes de 9:30 a.m. a 6 p.m. ^^Horario de atención: de lunes a domingo de 7 p.m. a 10 p.m. Oferta no válida para feriados.^^La atención se realizará previa reserva, con 24 horas de anticipación, llamando a los números 332-2815 / RPC: 99813-5733 o escribiendo a reservas@cebicheriamaria.com^^La oferta no incluye bebidas.^^Válido solo para consumo dentro del local. No válido para delivery o para llevar.^^Se pagará una penalidad de S/. 3.00 por cada roll no consumido. ^No olvides presentar tu cupón impreso en el establecimiento.^^Las imágenes mostradas son referenciales.^^Reservas y makis sujetos a disponibilidad.^^Stock mínimo disponible: 10^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/antojo-makis-barra-libre-makis-cebicheria-maria-pastor--109-11894.html|True|6ec8a46ba188ec43b90a7de0e5ccd3f5691d82a8
11642|Amuerzo o cena italiana para 2 en DON ROSALINO|S/. 43 en vez de S/. 66 por Amuerzo o cena italiana para 2: 1 Entrada + 2 Platos de fondo a elegir, en DON ROSALINO|66.0|35.0|23.0|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^Siempre hay antojo de algo rico y distinto, algo que le dé otro toque a tu hora de comer. ¿Qué tal este descuento de 35% en almuerzo o cena italiana para 2? ¡Lúcete con tu invitad@!^La oferta incluye:^^• Amuerzo o cena italiana para 2^^Descripción^• Entrada: Panes al ajo ^^• Fondo para elegir entre 2 opciones:^^- Lasagna de Carne^^- Pizza Personal (Rosalino, Hawaii, Americana) ^^- Fetuccini A lo Alfredo^^- Spaguetti Al Pomodoro o Al Pesto|Lo que debes Saber^^Podrás usar este cupón hasta el 30 de abril de 2015.^^1 OferTOP para 2 personas, regala todos los que quieras.^^Máximo 1 OferTOP por mesa.^^Horario de atención: de lunes a jueves de 12 m. a 3 p.m. y de 7 p.m. a 10 p.m. (Miraflores) / de lunes a jueves de 12:30 m. a 10 p.m. (San Borja).^^La atención se realizará previa reserva, con 24 horas de anticipación, llamando al 447-6805 (Miraflores) / 476-7732 (San Borja).^^Oferta válida para sus dos locales: Miraflores y San Borja.^^No olvides presentar tu cupón impreso en el establecimiento.^^No acumulable con otras promociones.^^Promociones sujetos a disponibilidad.^^Las imágenes mostradas son referenciales.^^Stock mínimo disponible: 10.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa cita.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/amuerzo-cena-italiana-para-2-rosalino--109-11642.html|True|a9075c7fc5fa8496137a012348379f1fc12e4c8a
11849|Riquísimo Combo Micalo: Leche de tigre o chaufa de cecina y más en Micalo|¡Para 1 o 2 personas! Desde S/. 27.90 por Combo Micalo: 1 Leche de Tigre (660 ml.) o 1 Chaufa de cecina c/ langostinos + Tequeños + 1 o 2 bebidas, según elijas, en MICALO Ceviches y Tiraditos Bar|45.0|38.0|17.1|24-03-2015 02:00:00|'2015/03/24 23:59:59'|Todo sobre la oferta^^¡Un almuerzo marino ideal! Con esta promoción no tendrás excusa para no disfrutar de los riquísimos platillos de Micalo Ceviches y Tiraditos Bar y su especialidad con los frutos del mar. ¡Complace a tu pareja o familia, con 38% de descuento!^La oferta incluye: ^OPCIÓN 1:^¡Para 1 persona! ^^S/. 27.90 en vez de S/. 45 por:^^• 1 leche de tigre Micalo (660ml.) o 1 Chaufa de cecina c/ langostinos^^• 1 Plato de tequeños^^• 1 vaso de chicha ^^OPCIÓN 2:^¡Para 2 personas!^^S/. 34.90 en vez de S/. 65 por:^^• 1 leche de tigre Micalo (660ml.) ^^• 1 Chaufa de cecina c/ langostinos^^• 1 Plato de tequeño^^• 2 vasos de chicha ^^Descripción:^^* La leche de tigre Micalo es de 660 ml. de mariscos y es acompañada de chicharrón de calamar y chifle.^^^* En este combo marino encontrarás los más frescos pescados y mariscos, sazonados con los más selectos ingredientes, que dan como resultados estos exquisitos platos que gozarás hasta el final.^^¡Disfrútalo acompañado de una personas más!|Lo que debes Saber^^Podrás usar este cupón hasta el 31 de mayo de 2015.^^1 OferTOP para 1 o 2 personas, regala todos los que quieras.^^Oferta válida únicamente para el local de Chorrillos.^^Oferta válida solo de martes a viernes de 12 m. a 4:30 p.m. (sin previa reserva)^^Comunicarse al 97745-3485 para consultar antes la disponibilidad de la leche de tigre. ^Consumo válido dentro del local.^^Oferta no válida para feriados.^^La oferta no es válida para llevar ni para delivery.^^No acumulable con otras ofertas/canjes y otras promociones.^^Stock mínimo disponible: 5.^^Indispensable llevar cupón impreso. ^Las imágenes mostradas son referenciales.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/riquisimo-combo-micalo-leche-tigre-chaufa-cecina-micalo--109-11849.html|True|0fe3d40725cd4af30fa563370641d87e4f7fc71e
11878|¡Delicioso! 2 Frosty de fruta en Big Lila Café|¡Lo mejor para refrescarte! Desde S/. 11.90 por 2 o 4 Frosty de fruta en BIG LILA CAFÉ. ¡Elige el sabor de tu frosty!|20.0|40.0|8.1|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^Nada mejor en verano que refrescarnos con un delicioso frosty de Big Lila Café. ¿Ya pediste el tuyo? No lo dejes pasar con 40% de descuento. ¡Vuela que se acaban! ^La oferta incluye:^OPCIÓN 1:^^S/. 11.90 en vez de S/. 20 por: ¡Para 2! ^^• 2 Frosty de fruta de 16 oz.^^OPCIÓN 2:^^S/. 20.90 en vez de S/. 40 por: ¡Para 4! ^^• 4 Frosty de fruta de 16 oz.^^Elige el sabor de tu frosty:^^- Fresa, Mango, Piña, Maracuyá, Papaya y Chocolate.^^¡No esperes más y refréscate ya :)!|Lo que debes Saber^^Podrás usar este cupón hasta el 5 de mayo de 2015.^^1 OferTOP para 2 o 4 personas, regala todos los que quieras.^^Máximo 2 OferTOPs por mesa. ^^Horario de atención: de lunes a viernes de 7 a.m. a 10 p.m. / sábado de 8 a.m. a 4 p.m.  ^^No se requiere realizar reservas para la atención. ^^Oferta no válida para domingos ni feriados.^^La oferta es válida para consumir en el local o para llevar.^^No aplica para smooties adicionales y extras^^Sabores sujetos a disponibilidad.^^No olvides presentar tu cupón impreso en el establecimiento.^^Las imágenes mostradas son referenciales. ^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/delicioso-2-frosty-fruta-lila-cafe--109-11878.html|True|325bd4a54df6a4c4676ae2f2fe474419bbfdbe1d
11699|Parrilla para 2 personas + 2 Copas de vino en Restaurante Cipriana|¡Parrilla para 2! S/. 49.90 en vez de S/. 90 por 2 Chuletas de cerdo + 2 Filetes de pollo + 2 Chorizos + 2 Morcillas + 2 Copas de vino en RESTAURANTE CIPRIANA|90.0|45.0|40.1|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¡Llegó el momento engreír a la barriguita! Con este suculento, apetecible, jugoso y delicioso 45% de descuento, degustarás de una parrilla para 2 personas. ¡No lo dejes pasar! ¡Buenazo! ^La oferta incluye:^^• Parrilla para 2 personas^^• 2 Copas de vino de la casa^^Descripción:^^- 2 Chuletas de cerdo de 150 gr.^^- 2 Filetes de pollo de 150 gr.^^- 2 Chorizos parrilleros^^- 2 Morcillas^^- 2 Copas de vino argentino^^TOMAR BEBIDAS ALCOHÓLICAS EN EXCESO ES DAÑINO PARA LA SALUD|Lo que debes Saber^^Podrás usar este cupón hasta el 31 de marzo de 2015.^^1 OferTOP para 2 personas, regala todos los que quieras.^^Horario de reservas: de lunes a viernes de 9 a.m. a 8 p.m.^^Horario de atención: de lunes a viernes de 12 m. a 11 p.m.^^La atención se realizará previa reserva, con 24 horas de anticipación, llamando al 451-2652.^^Oferta no válida para sábados, domingos ni feriados.^^No válido para llevar, ni delivery.^^No acumulable con otras promociones.^^Es indispensable presentar tu cupón impreso en el establecimiento.^^Las imágenes mostradas son referenciales.^^Reservas sujetas a disponibilidad.^^Stock mínimo disponible: 5.^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/parrilla-para-2-personas-2-copas-vino-restaurante-cipriana--109-11699.html|True|ab4ce9deae33e87f73b49c6ab4cd7b8c100bce08
11744|¡Qué rico! Buffet Peruano para 1 o 2 personas en Puro Perú|Desde S/. 48 por Buffet Peruano para 1 o 2 personas + Pisco sours, según elijas, en PURO PERÚ|100.0|52.0|52.0|24-03-2015 02:00:00|'2015/03/26 23:59:59'|Todo sobre la oferta^^¿De buen filo? ¡Te tenemos preparado un banquetazo! Aprovecha este 52% de descuento para acceder a un riquísimo buffet peruano que promete dejarte más que satisfecho. ¡Alista cubiertos!^La oferta incluye:^OPCIÓN 1:^^S/. 48 en vez de S/.100 por:^^- Buffet Peruano para 1 persona^^- 1 Pisco sour^^OPCIÓN 2:^^S/. 89 en vez de S/. 200 por:^^- Buffet Peruano para 2 personas^^- 2 Pisco sours^^Descripción:^- Salad bar: variedad de lechugas, zanahorias, pepinos, beterragas, queso fresco, huevos de codorniz, espárragos, brócoli, coliflor, rabanitos y más.^^- Ensaladas: solterito, mixta, alemana, césar, entre otras. (3 ensaladas por día).^^- Entradas frías: causa limeña, causa de pulpa de cangrejo, cebiche de pescado, escabeche de pescado, tiradito en crema de rocoto, tiradito en crema de ají amarillo, choritos a la chalaca, pulpo al olivo, leche de tigre, entre otras variedades. ^^- Platos calientes: arroz con mariscos, rocoto relleno, lomo de cerdo en salsa hawaiana, pollo en salsa de ostión, pollo en salsa de champiñones, en rollado de lenguado, pescado al ajo o ajillo, entre otros.^^- Platos criollos: ají de gallina, olluquito con carne, carapulcra, cabrito a la norteña, tamales, chicharrón de cerdo, frejoles y seco de carne. ^^- Sopas: parihuela, sancochado o chupe de camarones (1 sopa por día).^^- Arroces: arroz con mariscos, arroz a la jardinera, arroz al olivar, arroz con calamar, arroz árabe o paella (1 plato al día). ^^- Grill: anticuchos, chorizo, morcilla, bife, verduras a la parrilla, pollo a la parrilla, ajos asados, costillar y papas fritas. ^^- Pastas y Flambeados: ravioles, capeletis, tortellinis, spaghetti, fetuccini, entre otras delicias. ^^- Wok: variedad de chaufas y salteados ^^- Postres: variedad de frutas, helados, mazamorra morada, arroz con leche, flan de coco, peritas al vino, delicia de maracuyá, pionono, crocante de  lúcuma, suspiro a la limeña, tres leche, pie de limón, entre otro. ^^- Sushi Bar: california roll, salad roll, avocado roll, salmón roll, acebichado roll, furai roll y más. ^^Beneficio OferTOP: 10% de descuento en botellas de vino. ^^TOMAR BEBIDAS ALCOHÓLICAS EN EXCESO ES DAÑINO PARA LA SALUD|Lo que debes Saber^^Podrás usar este cupón hasta el 22 de mayo de 2015.^^1 OferTOP para 1 o 2 personas, regala todos los que quieras.^^Máximo 3 OferTOPs por mesa.^^Horario de atención: de martes a sábado de 12 m. a 5 p.m.^^La atención se realizará previa reserva, con 72 horas de anticipación, llamando al 477-0111 o escribiendo a reservas@puroperu.com.pe (adjuntar cupón)^^Deberás presentar tu cupón antes de ser atendido, caso contrario una vez emitida la factura o boleta se cobrará el 100% del valor de lo consumido.^^La oferta no incluye bebidas adicionales.^^Oferta válida para mayores de edad. ^^Oferta no válida para llevar, solo para consumo en el local. ^^Penalidad por No show: 100% de la oferta. ^Precio incluye IGV. ^^No incluye propina. ^^No aplica para mayoristas.^^No acumulable con otras promociones.^^No olvides presentar tu cupón impreso en el establecimiento.^^Las imágenes mostradas son referenciales.^^Reservas y platos sujetos a disponibilidad.^^Stock mínimo disponible: 10.^^Una vez realizada la reserva no se aceptarán cambios de fecha, ni cancelaciones.^^Conoce las Políticas y condiciones que aplican a todas nuestras ofertas.^^Realiza tus pagos en efectivo.^^¡Te enviaremos tu OferTOP después de realizar tu compra! No más esperas, para que lo puedas disfrutar cuando te provoque, previa reserva.^^Si en un plazo de 1 hora luego de realizar tu compra no recibes tu cupón OferTOP en tu correo electrónico registrado, por favor escríbenos a clientes@ofertop.pe y te daremos una pronta solución (Coloca en el asunto: Cupón no recibido).|http://ofertop.pe/rico-buffet-peruano-para-1-2-personas-puro-peru--109-11744.html|True|479f0d4b70bb19be63f1451f5eca669c631d0e71
